20170101T00:00:49.296742000Z_170.150.77.230.s2c_ndttrace,0,0,a-->b,1,0.000000,0.072727,8,8,0,6,0,1,0.140625,6,1.000000,6,0.421875,6,0.421875




20170101T00:02:54.257140000Z_45.56.98.222.s2c_ndttrace,0,0,b-->a,1,0.068966,0.142857,7,7,0,6,2,5,0.125000,5,0.968750,5,0.765625,5,0.765625



