20170101T17:53:23.960614000Z_95.140.86.35.s2c_ndttrace,0,0,a-->b,4,0,0.001878,0,0,0,0.991464,0,0,0,0.034485,0,0,0,0.021396,0,0,0,0.019006,0,0,0,0.017641
20170101T18:23:41.202654000Z_81.228.200.69.s2c_ndttrace,0,0,a-->b,4,0,0.000652,0,0,0,1,0,0,0,0.00514,0,0,0,0.002816,0,0,0,0.002804,0,0,0,0.002791
20170101T19:10:34.511642000Z_37.44.81.219.s2c_ndttrace,0,0,a-->b,4,0,0.010929,0,0,0,1,0,0,0,0.038798,0,0,0,0.034426,0,0,0,0.03388,0,0,0,0.03388
20170101T19:34:28.343338000Z_178.44.87.249.s2c_ndttrace,0,0,a-->b,4,0,0.005901,0,0,0,0.938841,0,0,0,0.055794,0,0,0,0.040236,0,0,0,0.036481,0,0,0,0.035408
20170101T19:35:30.662977000Z_213.21.33.154.s2c_ndttrace,0,0,a-->b,4,0,0.003268,0,0,0,0.996015,0,0,0,0.037249,0,0,0,0.02937,0,0,0,0.028429,0,0,0,0.027803
20170101T20:00:34.721040000Z_93.85.37.58.s2c_ndttrace,0,0,a-->b,4,0,0.0167,0,0,0,1,0,0,0,0.067134,0,0,0,0.063126,0,0,0,0.062792,0,0,0,0.062792
20170101T21:09:49.290683000Z_91.203.107.219.s2c_ndttrace,0,0,a-->b,4,0,0.003414,0,0,0,0.96147,0,0,0,0.043082,0,0,0,0.027963,0,0,0,0.024711,0,0,0,0.02211
20170101T21:14:05.349219000Z_91.203.107.219.s2c_ndttrace,0,0,a-->b,2,0,0.002202,0,0,0,0.984899,0,0,0,0.041529,0,0,0,0.024854,0,0,0,0.022023,0,0,0,0.018877
20170101T21:49:18.767173000Z_2.249.107.47.s2c_ndttrace,0,0,a-->b,2,0,0.00044,0,0,0,0.992198,6,0,6,0.00431,4,0,4,0.002759,4,0,4,0.002649,4,0,4,0.002601
20170101T22:42:00.811212000Z_185.58.252.84.s2c_ndttrace,0,0,b-->a,4,0,0.000345,0,0,0,0.996721,0,0,0,0.009901,0,0,0,0.006752,0,0,0,0.005954,0,0,0,0.00522
20170101T22:51:02.573679000Z_188.249.178.124.s2c_ndttrace,0,0,a-->b,4,0,0.010121,0,1,7,0.910931,0,1,7,0.080972,0,1,7,0.069838,0,1,7,0.066802,0,1,7,0.063765
20170101T22:58:50.922354000Z_93.185.20.184.s2c_ndttrace,0,0,a-->b,4,0,0.004482,0,0,0,0.989542,0,0,0,0.080677,0,0,0,0.068227,0,0,0,0.066235,0,0,0,0.065239
,,,,,,,,,,0.960163814,,,,0.114338029,,,,0.1066159,,,,0.1052514,,,,0.104179814
